transaction,customer,credit_card_type,credit_card,product,ip_address,amount,date
581,581,china-unionpay,56022434771594949,Beef - Eye Of Round,91.39.177.235,951.92,2020-04-20
582,582,jcb,3529495267399556,"Chestnuts - Whole,canned",22.34.216.191,211.01,2020-02-28
583,583,jcb,3583344397364937,Venison - Ground,66.18.90.207,648.03,2020-02-21
584,584,mastercard,5048375587837963,Mints - Striped Red,35.208.169.176,551.46,2019-11-15
585,585,china-unionpay,5610025393254006,Coffee - Hazelnut Cream,59.203.249.123,548.61,2020-02-14
586,586,mastercard,5100148675893171,Chervil - Fresh,155.206.63.49,375.71,2020-02-19
587,587,visa-electron,4405611433390553,Beef Dry Aged Tenderloin Aaa,121.158.1.213,901.79,2019-12-24
588,588,mastercard,5007669261924421,"Nestea - Ice Tea, Diet",153.60.181.237,31.57,2020-05-04
589,589,jcb,3535607587384371,Miso - Soy Bean Paste,229.15.207.237,102.56,2020-11-04
590,590,maestro,5893988207109211,"Tart Shells - Savory, 4",242.63.84.152,881.54,2020-03-29
591,591,mastercard,5108758895731001,"Onions - Dried, Chopped",240.47.28.161,346.35,2019-11-30
592,592,jcb,3550158238321362,Cumin - Whole,178.73.10.92,212.86,2020-09-15
593,593,switch,6759637413340794,Beer - Rickards Red,231.43.173.58,336.36,2020-06-03
594,594,china-unionpay,560225531688034798,Tea - Herbal Sweet Dreams,211.58.191.38,662.50,2020-11-05
595,595,americanexpress,371756196658254,"Doilies - 8, Paper",242.253.229.138,978.69,2020-04-05
596,596,jcb,3584228179771089,"Sugar - Brown, Individual",222.28.65.199,645.49,2020-03-02
597,597,jcb,3564772718862614,Bandage - Finger Cots,43.119.42.158,934.44,2020-05-11
598,598,china-unionpay,560224343749690795,"Crab - Claws, 26 - 30",64.24.253.45,394.90,2019-12-28
599,599,diners-club-carte-blanche,30169320787820,Lidsoupcont Rp12dn,213.73.215.249,815.49,2020-02-19
600,600,maestro,50387241477890337,Mustard Prepared,24.168.176.148,209.53,2020-06-25
601,601,jcb,3570345356524614,Soup - Campbellschix Stew,15.82.129.67,164.71,2020-02-07
602,602,diners-club-enroute,201575424136792,"Veal - Inside, Choice",64.241.114.222,280.82,2020-01-14
603,603,jcb,3542893583536997,"Red Snapper - Fillet, Skin On",151.1.214.181,443.12,2019-11-15
604,604,mastercard,5010128694912334,Oven Mitts - 15 Inch,104.210.242.76,486.07,2019-11-18
605,605,diners-club-enroute,201680386893057,Table Cloth 62x114 White,159.77.195.104,667.62,2020-01-16
606,606,jcb,3582484456407648,Cup - 4oz Translucent,20.147.228.101,957.25,2020-08-12
607,607,switch,490531861497141362,Juice - Orange,223.173.175.170,133.99,2020-04-06
608,608,jcb,3573117622998634,Scampi Tail,78.51.221.48,82.43,2020-05-14
609,609,jcb,3532489817859073,Swordfish Loin Portions,104.197.71.28,595.27,2020-09-05
610,610,bankcard,5602241670743971,Chambord Royal,20.126.16.228,438.43,2020-07-01
611,611,maestro,50186988876723294,Kahlua,4.28.191.58,846.45,2020-02-05
612,612,bankcard,5602244915642735,"Juice - Cranberry, 341 Ml",31.53.138.232,704.00,2020-01-22
613,613,switch,6331109397836793227,"Oil - Truffle, Black",73.245.66.191,88.43,2020-03-08
614,614,jcb,3565698615423797,Ezy Change Mophandle,45.91.192.14,178.57,2020-10-27
615,615,laser,677179538726109704,"Shrimp - Baby, Warm Water",48.216.183.50,410.72,2020-02-17
616,616,jcb,3539666577724976,Wine - Merlot Vina Carmen,41.14.69.179,266.76,2020-06-01
617,617,jcb,3583833209379570,Onions - Red Pearl,23.254.86.131,683.53,2020-05-24
618,618,jcb,3574684868323651,Muffin Batt - Choc Chk,225.96.89.138,310.36,2019-11-28
619,619,diners-club-carte-blanche,30494999174708,Passion Fruit,135.234.51.113,631.74,2020-01-20
620,620,mastercard,5002356728979827,Mace Ground,112.43.167.212,837.82,2020-05-09
621,621,diners-club-enroute,201887339682558,Versatainer Nc - 8288,243.19.209.227,662.81,2020-08-03
622,622,jcb,3576564928131492,Cranberries - Dry,225.76.91.138,94.41,2020-07-23
623,623,visa-electron,4844919497234909,Muffin Mix - Corn Harvest,230.224.124.152,683.39,2019-12-13
624,624,jcb,3556685937130003,Apricots - Dried,33.214.39.178,467.89,2020-10-05
625,625,mastercard,5002356935220205,Crab Brie In Phyllo,244.3.151.166,357.94,2019-12-07
626,626,jcb,3547042449046685,Paste - Black Olive,162.161.21.63,922.28,2020-01-15
627,627,jcb,3584441642974475,Wine - Zinfandel California 2002,45.227.73.106,556.42,2020-05-09
628,628,bankcard,5602219576236423,Milk 2% 500 Ml,89.104.41.180,426.21,2020-02-28
629,629,jcb,3545864062922146,Beans - Yellow,41.132.30.239,441.76,2020-05-15
630,630,laser,6304792831639390,Maple Syrup,76.50.134.17,594.14,2020-01-25
631,631,jcb,3571318030108301,Table Cloth 62x114 Colour,13.146.79.102,876.53,2020-01-09
632,632,jcb,3559509629963454,Shrimp - Black Tiger 13/15,118.178.76.126,605.05,2020-04-20
633,633,instapayment,6385273550751551,"Appetizer - Mini Egg Roll, Shrimp",123.127.123.140,102.71,2019-12-24
634,634,jcb,3571065506203401,Beer - Camerons Auburn,194.175.246.40,183.91,2020-02-10
635,635,jcb,3530081803614752,"Beef - Rouladin, Sliced",210.128.3.219,500.17,2020-02-07
636,636,jcb,3528835731849382,Curry Powder Madras,245.145.213.32,849.32,2020-08-22
637,637,instapayment,6371651492073356,"Crab - Claws, 26 - 30",47.87.218.93,526.18,2020-02-21
638,638,jcb,3538839030164814,Bread - Flat Bread,66.107.7.101,227.21,2020-06-17
639,639,maestro,060499396634794956,Wine - Casablanca Valley,138.48.175.146,597.20,2020-08-26
640,640,china-unionpay,5602234999230069,"Garlic - Primerba, Paste",4.134.21.138,775.13,2020-01-19
641,641,visa-electron,4405623810734626,Chips - Miss Vickies,122.91.172.155,839.98,2020-01-10
642,642,switch,4936520920781621256,Salmon - Canned,66.209.42.235,994.62,2019-11-14
643,643,jcb,3572899116965457,"Oregano - Dry, Rubbed",64.237.248.250,701.35,2020-05-10
644,644,jcb,3538521394947790,"Pork - Loin, Center Cut",212.226.37.76,93.35,2020-01-02
645,645,diners-club-enroute,201513043725869,Bread Cranberry Foccacia,34.246.190.231,40.21,2020-06-02
646,646,jcb,3588097050334622,"Turkey - Breast, Double",156.36.243.2,452.19,2020-03-12
647,647,mastercard,5002350660328580,Oysters - Smoked,252.129.222.232,903.95,2020-03-24
648,648,jcb,3548727895433721,Cheese - Cottage Cheese,210.70.157.216,531.10,2020-04-11
649,649,mastercard,5100147146430506,Cake - Pancake,43.184.224.17,467.89,2020-04-17
650,650,jcb,3586004035031622,Rosemary - Fresh,15.57.185.124,930.02,2020-08-26
651,651,visa-electron,4026502192905344,"Coke - Classic, 355 Ml",42.192.56.161,114.80,2020-03-16
652,652,laser,670680315486638975,Baking Soda,121.99.162.36,367.81,2020-03-21
653,653,jcb,3580056570700595,Anchovy In Oil,13.102.133.74,383.10,2020-06-23
654,654,jcb,3565965291007784,"Veal - Inside, Choice",46.69.144.210,678.45,2020-10-30
655,655,diners-club-carte-blanche,30058268238443,"Turkey - Breast, Bone - In",172.6.4.30,854.26,2020-09-20
656,656,jcb,3543416355913225,Lettuce - Green Leaf,198.190.122.217,256.58,2020-05-07
657,657,diners-club-carte-blanche,30558096772554,Salami - Genova,44.91.158.23,504.17,2019-11-30
658,658,diners-club-carte-blanche,30258458994959,"Gin - Gilbeys London, Dry",44.232.242.16,903.71,2020-11-09
659,659,jcb,3578770009148861,Vinegar - Raspberry,104.246.199.175,985.57,2020-06-14
660,660,jcb,3542349331812552,Squash - Pepper,42.198.230.78,596.66,2020-05-10
661,661,diners-club-enroute,201826530771729,Barramundi,46.127.42.228,181.27,2020-02-18
662,662,jcb,3538646107693249,"Veal - Chops, Split, Frenched",4.135.16.133,187.73,2020-04-26
663,663,switch,675946855800962899,Oats Large Flake,180.16.175.197,552.37,2020-08-10
664,664,diners-club-carte-blanche,30304181122136,"Jam - Raspberry,jar",103.222.168.66,230.68,2020-08-03
665,665,maestro,5893716730058047,"Wine - Red, Metus Rose",67.142.195.96,127.95,2020-07-11
666,666,maestro,50380875971593769,Wine - Niagara Peninsula Vqa,4.182.221.118,103.26,2020-01-21
667,667,diners-club-enroute,201750916864421,Eggplant - Regular,176.96.102.113,207.14,2020-09-01
668,668,china-unionpay,560224832970329297,Beer - Rickards Red,98.47.127.190,314.21,2020-10-06
669,669,jcb,3576943123843475,Compound - Rum,23.193.166.155,38.97,2020-07-24
670,670,jcb,3579708537005962,Dried Cranberries,102.91.7.174,786.11,2020-11-10
671,671,diners-club-enroute,201796730826880,Persimmons,194.96.229.226,436.19,2020-11-04
672,672,jcb,3555589726636884,Chicken - Wieners,160.234.149.126,134.97,2020-04-18
673,673,jcb,3570577115489362,Lamb - Ground,102.116.164.34,59.00,2020-01-21
674,674,mastercard,5332548460015270,"Thyme - Lemon, Fresh",152.6.25.148,112.03,2020-01-25
675,675,jcb,3578591632576827,Black Currants,101.138.2.223,882.76,2020-03-13
676,676,jcb,3545504477131293,Raspberries - Frozen,198.96.127.34,259.82,2020-06-16
677,677,jcb,3542507010964982,Beef - Montreal Smoked Brisket,18.61.50.179,742.30,2020-06-10
678,678,jcb,3570356217638493,Flower - Dish Garden,106.85.178.223,298.65,2020-06-22
679,679,jcb,3532847758489004,"Pasta - Canelloni, Single Serve",139.16.223.122,999.80,2020-02-26
680,680,mastercard,5007668674305806,Salt - Table,216.116.148.77,55.33,2020-10-17
681,681,china-unionpay,560224132298164942,Wine - Duboeuf Beaujolais,230.52.200.45,544.21,2020-06-15
682,682,jcb,3576215534782638,Beer - Mcauslan Apricot,153.214.142.17,655.39,2020-03-26
683,683,visa,4017959089558845,Wine - Chateau Aqueria Tavel,80.175.225.250,121.58,2020-10-10
684,684,jcb,3571407243791589,"Bread - Multigrain, Loaf",103.8.150.64,972.16,2020-02-12
685,685,mastercard,5373283891565152,Nantucket - Kiwi Berry Cktl.,82.130.162.230,499.00,2019-11-29
686,686,diners-club-carte-blanche,30132712291785,Lighter - Bbq,210.204.38.50,225.86,2020-07-04
687,687,visa-electron,4844345068941609,Ginger - Crystalized,53.65.10.36,737.81,2020-01-19
688,688,mastercard,5100148822557349,Wine - Fume Blanc Fetzer,44.50.2.188,528.92,2020-08-31
689,689,china-unionpay,56022503969719102,Rosemary - Fresh,80.233.188.104,404.27,2020-07-28
690,690,diners-club-enroute,201407071574465,Mushroom Morel Fresh,205.2.100.30,138.66,2020-03-18
691,691,visa,4041372178335,Kahlua,195.212.229.91,650.86,2019-11-23
692,692,maestro,060484644919277099,Fennel - Seeds,53.91.21.102,117.00,2020-03-17
693,693,mastercard,5010128059271078,"Lemonade - Natural, 591 Ml",32.174.120.221,104.87,2020-09-24
694,694,diners-club-us-ca,5419108150994007,"Wine - White, Lindemans Bin 95",219.127.246.97,63.82,2020-02-20
695,695,solo,633459515566673605,Cumin - Ground,121.147.20.193,879.54,2019-11-19
696,696,jcb,3537339447868181,Wine - Rosso Toscano Igt,52.71.254.90,446.31,2019-11-27
697,697,jcb,3567037052938686,Liquid Aminios Acid - Braggs,51.56.239.190,350.60,2019-12-07
698,698,diners-club-carte-blanche,30008415563789,"Lid - High Heat, Super Clear",203.175.126.79,735.70,2020-06-09
699,699,jcb,3548497939918075,Filo Dough,17.8.98.70,50.45,2020-10-11
700,700,jcb,3547358514754031,Versatainer Nc - 888,211.155.137.59,47.31,2020-10-07
701,701,china-unionpay,56022165127060074,Longos - Grilled Veg Sandwiches,233.103.220.221,237.23,2020-07-04
702,702,jcb,3568755248328053,Milk - Chocolate 500ml,125.31.78.156,929.80,2020-09-07
703,703,mastercard,5465065516341401,Fuji Apples,180.133.212.244,781.86,2020-10-09
704,704,instapayment,6391711320736453,Cookies - Englishbay Oatmeal,17.187.240.193,514.12,2020-01-01
705,705,mastercard,5154744281963872,Wine - Alicanca Vinho Verde,85.78.197.203,357.76,2019-12-13
706,706,mastercard,5108753031900289,"Asparagus - Green, Fresh",203.212.158.37,312.88,2020-07-05
707,707,bankcard,5602254575930890,Chocolate Bar - Coffee Crisp,150.131.85.128,677.35,2019-12-25
708,708,mastercard,5403547204575106,Cheese Cloth,215.38.207.244,269.59,2020-08-20
709,709,americanexpress,370785211657539,Chef Hat 20cm,84.218.204.159,748.75,2020-10-23
710,710,jcb,3576604932285718,Nestea - Iced Tea,136.195.127.189,976.58,2019-12-16
711,711,jcb,3547707768360996,Ecolab Silver Fusion,113.88.229.57,920.53,2020-04-26
712,712,mastercard,5358047259743480,"Coke - Diet, 355 Ml",89.126.141.129,78.61,2020-08-06
713,713,mastercard,5138608703145809,Wine - Pinot Noir Stoneleigh,225.253.198.32,399.15,2020-10-04
714,714,jcb,3573070308030679,"Pork - Loin, Boneless",212.183.239.194,508.68,2020-06-24
715,715,switch,6759692165111248323,"Soup - Campbells, Creamy",71.143.88.145,326.32,2020-05-24
716,716,china-unionpay,560223638259137892,"Cheese - Romano, Grated",229.231.57.16,625.33,2020-02-08
717,717,jcb,3557912170596198,Bread - Frozen Basket Variety,113.26.127.49,91.84,2019-11-27
718,718,jcb,3533218620202232,Pastry - Plain Baked Croissant,246.126.119.112,714.62,2019-11-28
719,719,laser,67093778578820977,Tomatoes - Hot House,220.181.219.100,952.69,2019-11-24
720,1,jcb,3530040761280188,Milk - 2%,32.246.214.57,114.84,2020-04-09
721,721,jcb,3566311229425708,"Soup - Campbells, Cream Of",153.101.235.5,903.00,2020-08-21
722,722,solo,6334157903551269890,Taro Root,0.180.55.53,499.96,2020-02-22
723,723,diners-club-carte-blanche,30051326231641,Rootbeer,69.202.131.4,813.91,2020-09-22
724,724,maestro,6761841335076361694,The Pop Shoppe - Lime Rickey,50.16.16.150,447.05,2020-08-15
725,725,bankcard,5602227068438795,"Lemonade - Island Tea, 591 Ml",165.56.190.128,268.44,2020-07-22
726,726,switch,675906877108088092,Beer - Paulaner Hefeweisse,89.244.231.64,968.87,2020-01-17
727,727,china-unionpay,5602210269628885258,Muffin Mix - Chocolate Chip,113.112.189.21,32.93,2020-03-25
728,1,jcb,3565035333719679,Bagelers - Cinn / Brown,167.204.145.161,32.26,2020-04-21
729,729,americanexpress,372301354559876,Sauce - Hollandaise,89.70.95.45,805.68,2020-08-10
730,730,mastercard,5007661357443754,Ocean Spray - Kiwi Strawberry,155.19.237.15,932.95,2020-04-13
731,731,mastercard,5171236089206231,Puff Pastry - Sheets,141.139.150.245,122.52,2020-06-04
732,732,jcb,3577064019055584,Rice - 7 Grain Blend,68.173.230.155,113.59,2020-01-23
733,733,visa-electron,4026821986173780,Bread Foccacia Whole,55.159.214.18,638.55,2020-03-05
734,734,jcb,3568793705538815,V8 - Vegetable Cocktail,170.121.87.41,644.75,2019-12-02
735,735,jcb,3540262101920145,Chicken Breast Halal,5.113.79.145,309.96,2020-10-05
736,736,visa-electron,4405764297917142,Tamarind Paste,67.236.69.2,48.02,2020-05-14
737,737,jcb,3574194628685027,Apple - Custard,111.133.166.231,298.70,2020-07-15
738,738,bankcard,5602214568170953,Pickles - Gherkins,163.76.19.34,673.22,2020-03-05
739,739,china-unionpay,5602212924598739483,Sauce - Marinara,138.42.238.226,555.28,2019-12-30
740,740,jcb,3529791626497499,Vanilla Beans,48.61.155.105,534.47,2020-09-10
741,741,bankcard,5602254351655026,Tea - Honey Green Tea,227.99.134.217,635.95,2020-07-29
742,742,maestro,50188328016198461,Pork - Bacon Cooked Slcd,172.182.170.223,448.87,2020-03-23
743,743,jcb,3535069277162536,Bread - Malt,202.53.48.202,231.52,2019-12-23
744,744,jcb,3544635539635839,Ecolab - Ster Bac,13.160.13.126,665.30,2020-06-17
745,745,jcb,3535625315319527,"Carrots - Purple, Organic",8.241.247.224,656.33,2020-06-20
746,746,americanexpress,343622924982256,Radish,157.61.12.115,134.44,2020-09-09
747,747,mastercard,5100146732955264,Garbage Bags - Black,144.6.165.184,310.07,2020-05-23
748,748,visa-electron,4917438537535490,Butcher Twine 4r,181.208.55.201,169.72,2019-12-24
749,749,diners-club-carte-blanche,30558693857378,Appetizer - Mango Chevre,59.194.100.88,195.48,2020-10-16
750,750,diners-club-enroute,201770259863368,Lettuce - Spring Mix,242.92.171.3,776.59,2020-05-03
751,751,americanexpress,372301149496061,Lemons,255.193.48.177,91.56,2019-12-12
752,752,jcb,3586141738583887,Jicama,226.86.199.157,762.45,2020-06-29
753,753,visa,4243408702126,Seaweed Green Sheets,57.108.163.252,809.42,2020-07-21
754,754,americanexpress,372301570347106,Peppercorns - Pink,253.226.167.149,211.57,2020-03-10
755,755,switch,4903824267695537860,Marjoram - Fresh,104.235.186.12,694.69,2019-12-26
756,756,china-unionpay,561080020357157991,"Veal - Tenderloin, Untrimmed",58.48.63.176,323.89,2020-07-11
757,757,visa,4041371067364,Garbage Bag - Clear,180.130.20.99,937.65,2020-05-03
758,758,mastercard,5152094203159635,Calvados - Boulard,96.46.75.89,114.99,2020-01-17
759,759,jcb,3534552330442996,Pork - Backs - Boneless,84.14.21.42,158.86,2020-04-26
760,760,mastercard,5048370533616710,Beer - Labatt Blue,48.58.202.35,371.30,2020-11-01
761,761,switch,4905148049519882,Beer - Steamwhistle,125.133.33.67,973.67,2019-11-24
762,762,jcb,3540709922038002,"Beef - Bones, Cut - Up",233.115.189.121,996.95,2020-03-15
763,763,mastercard,5493120065670225,Towels - Paper / Kraft,95.206.147.50,465.94,2020-04-15
764,764,jcb,3563895453363646,"Yogurt - Banana, 175 Gr",197.38.62.201,452.53,2020-09-27
765,765,maestro,50381191786687088,Beer - Moosehead,182.219.5.127,619.96,2020-08-09
766,500,jcb,3550534707860785,Wine - Sauvignon Blanc,48.16.230.105,71.07,2020-02-19
767,767,jcb,3562190788252313,Veal - Leg,27.170.229.18,983.57,2020-09-16
768,500,jcb,3550275380598231,"Soup - Beef, Base Mix",130.18.101.46,884.96,2020-08-24
769,769,mastercard,5282639020889039,Pomegranates,44.197.55.174,369.40,2020-08-31
770,770,visa,4041599264702,"Wine - Red, Mouton Cadet",249.5.39.30,834.80,2020-02-03
771,771,jcb,3558868166258699,Chocolate - Compound Coating,193.115.107.146,810.79,2020-04-05
772,772,bankcard,5602252999640624,Squash - Acorn,239.185.204.234,199.71,2019-12-25
773,773,jcb,3568375106687738,Sping Loaded Cup Dispenser,183.111.14.200,240.77,2020-09-10
774,774,china-unionpay,5610195918564989,Blueberries - Frozen,185.40.186.32,910.22,2020-07-27
775,775,china-unionpay,560224875748842380,Kirsch - Schloss,231.218.62.191,153.07,2020-05-19
776,776,visa-electron,4844083972618274,"Beans - Navy, Dry",59.229.62.65,32.10,2020-07-02
777,777,diners-club-carte-blanche,30108297226495,"Yogurt - Banana, 175 Gr",162.210.104.114,894.78,2019-12-13
778,778,jcb,3535072138850125,Crackers Cheez It,107.138.26.248,52.85,2020-06-20
779,779,switch,6333796571652484,Piping Jelly - All Colours,192.165.103.239,444.48,2019-11-25
780,780,mastercard,5218736108523966,"Lobster - Tail, 3 - 4 Oz",181.139.47.228,489.19,2020-08-05
781,781,jcb,3584101443550458,"Bread - Pumpernickle, Rounds",240.10.62.239,312.53,2020-11-07
782,782,jcb,3564307602652449,Vinegar - Red Wine,8.184.229.46,755.00,2020-07-09
783,783,diners-club-enroute,201968913645706,Cheese - Cottage Cheese,60.139.37.94,386.43,2020-04-03
784,784,jcb,3542516747301236,Pepper - Chilli Seeds Mild,242.51.97.78,368.47,2020-11-02
785,785,americanexpress,374622899971054,Olives - Stuffed,142.153.172.168,341.95,2020-08-06
786,786,jcb,3538921056523634,Lid Coffee Cup 8oz Blk,72.187.221.200,41.53,2020-06-23
787,787,jcb,3570795183747533,"Wine - Red, Harrow Estates, Cab",97.173.184.202,908.28,2019-11-17
788,788,bankcard,5610009164519979,Salmon Steak - Cohoe 6 Oz,144.219.219.29,676.47,2020-02-09
789,789,jcb,3548359946961615,Coffee Cup 12oz 5342cd,102.187.5.248,353.88,2020-02-21
790,790,visa-electron,4175004161375566,Hot Choc Vending,45.34.69.131,289.31,2020-03-26
791,791,switch,491165318880780026,Cookies Cereal Nut,203.17.31.252,252.65,2020-09-30
792,792,mastercard,5108754078343045,Beef - Rib Eye Aaa,58.82.18.192,733.30,2020-08-29
793,793,visa,4017956116914991,Coconut Milk - Unsweetened,31.246.101.16,752.26,2020-07-11
794,794,jcb,3584457002196228,Tea - Lemon Green Tea,200.99.39.78,894.38,2020-06-01
795,795,diners-club-us-ca,5410990464178115,Banana - Leaves,163.108.83.152,623.70,2020-07-26
796,796,jcb,3587920767594017,Cinnamon Buns Sticky,198.96.232.245,282.57,2020-10-29
797,797,jcb,3575976371265646,Bread - Mini Hamburger Bun,100.33.209.214,780.16,2020-06-18
798,798,laser,677120628219917869,Munchies Honey Sweet Trail Mix,57.222.46.108,633.77,2020-08-27
799,799,laser,6304793350539961607,"Turkey - Whole, Fresh",237.86.205.88,156.16,2020-09-05
800,800,bankcard,5602226078666650,Mushroom - King Eryingii,148.43.61.212,166.36,2020-05-27
801,801,diners-club-enroute,201789381771604,Wine - Stoneliegh Sauvignon,40.120.90.159,202.08,2020-01-24
802,802,jcb,3533286066608865,Iced Tea Concentrate,192.47.33.245,339.49,2020-01-15
803,803,china-unionpay,560225663010197256,Avocado,225.25.70.38,813.32,2020-09-12
804,804,solo,6767358024808513,Oil - Margarine,229.48.87.205,450.77,2020-10-17
805,805,americanexpress,374283205418015,Beef Striploin Aaa,7.228.169.194,73.38,2019-12-19
806,806,diners-club-carte-blanche,30118655722910,Wine - Hardys Bankside Shiraz,20.168.156.44,269.94,2020-02-23
807,807,jcb,3530561259649113,"Fish - Atlantic Salmon, Cold",14.253.103.76,214.88,2020-03-18
808,808,instapayment,6380379678573432,Pasta - Cheese / Spinach Bauletti,14.14.180.245,640.41,2020-08-07
809,809,switch,4905613597134736818,Bread - Raisin Walnut Pull,241.129.139.141,409.40,2020-04-27
810,810,jcb,3549754893287288,Lid - 0090 Clear,130.241.193.98,78.25,2020-02-15
811,811,jcb,3553103580107388,Heavy Duty Dust Pan,150.15.160.124,255.85,2020-05-16
812,812,visa-electron,4175003489229182,Cheese - Gouda,112.170.229.139,85.04,2020-08-09
813,813,jcb,3560264746287497,Island Oasis - Mango Daiquiri,6.11.252.223,657.77,2020-01-03
814,814,solo,6334008771364493739,Quail - Jumbo Boneless,53.231.52.223,420.73,2020-03-11
815,815,jcb,3577656319522666,Fondant - Icing,163.67.230.245,28.05,2019-11-24
816,816,jcb,3556054357228765,Chicken Breast Halal,208.153.117.57,552.87,2020-10-20
817,817,jcb,3551272899047783,Cinnamon Rolls,197.191.152.4,963.27,2020-02-22
818,818,jcb,3540272310781642,Bread - English Muffin,133.230.34.218,887.56,2020-01-07
819,819,maestro,67611187605450209,Icecream - Dstk Cml And Fdg,248.33.219.228,581.10,2020-06-08
820,820,bankcard,5602240974087549,Lamb - Whole Head Off,94.174.151.96,255.81,2020-09-04
821,821,jcb,3569041855127644,Table Cloth 120 Round White,116.116.204.189,909.38,2019-11-23
822,822,jcb,3573883489115782,Beans - Butter Lrg Lima,174.140.207.237,946.00,2019-11-15
823,823,americanexpress,372966333135640,Cake - Dulce De Leche,4.17.41.184,343.79,2020-07-09
824,824,jcb,3546012341253557,"Pasta - Elbows, Macaroni, Dry",49.242.121.180,529.45,2020-01-17
825,825,visa,4041373540236,Bread - Triangle White,55.80.3.149,247.25,2020-03-16
826,826,visa-electron,4026764516654723,"Crab - Back Fin Meat, Canned",184.43.147.73,739.74,2020-01-20
827,827,jcb,3576651809582966,Cookies Oatmeal Raisin,120.156.56.222,559.53,2020-06-14
828,828,diners-club-enroute,201907391605295,Bread - 10 Grain,206.189.158.242,493.50,2020-08-10
829,829,maestro,6763120272728247,Pate - Cognac,14.213.207.88,218.85,2020-09-26
830,830,jcb,3556116164641439,Tomato - Peeled Italian Canned,239.160.197.111,223.43,2020-05-16
831,831,jcb,3571777099181311,Flour - Chickpea,127.21.138.170,138.72,2020-07-14
832,832,diners-club-enroute,201901627230218,Mustard - Dijon,145.202.137.50,588.44,2020-06-23
833,833,visa,4041591189659,"Wine - Red, Colio Cabernet",106.81.188.108,423.53,2020-02-27
834,834,mastercard,5363119682847809,"Stock - Chicken, White",175.78.76.20,909.04,2019-11-14
835,835,jcb,3545308398133689,Pancetta,33.91.57.23,915.70,2020-02-13
836,836,jcb,3576467593335804,"Cheese - Mozzarella, Buffalo",82.27.89.76,47.72,2020-03-02
837,837,jcb,3565269329806907,Mustard - Individual Pkg,135.226.131.242,721.23,2020-06-17
838,838,jcb,3560161903202584,"Wine - White, Ej",129.96.36.174,656.72,2020-07-17
839,839,mastercard,5428427912888557,"Chicken - Thigh, Bone In",203.40.7.115,152.67,2020-02-15
840,840,jcb,3543156896220603,Beef Dry Aged Tenderloin Aaa,108.55.244.251,987.85,2020-07-12
841,841,jcb,3559313981783133,Bag Clear 10 Lb,207.65.199.33,138.78,2020-09-21
842,842,maestro,6761055194817567387,"Beans - Long, Chinese",87.31.36.31,492.98,2019-12-06
843,843,jcb,3538020140654578,Jolt Cola - Red Eye,32.157.194.162,891.07,2020-01-23
844,844,maestro,502013755372512656,Chicken - Leg / Back Attach,152.18.163.122,667.46,2020-07-02
845,845,jcb,3583215055758703,Truffle Shells - White Chocolate,53.5.71.193,243.90,2020-08-12
846,846,diners-club-international,36846090289327,Strawberries - California,24.164.75.168,112.92,2019-11-30
847,847,mastercard,5100146855015995,Pancetta,127.101.149.199,388.75,2020-05-27
848,848,laser,6771751768143010,Pork - Backfat,221.41.223.105,342.59,2020-06-18
849,849,americanexpress,337941750670787,White Baguette,59.94.195.18,374.60,2020-07-06
850,850,jcb,3531302081438337,"Cheese - Brie, Triple Creme",51.4.127.171,276.31,2020-01-19
851,851,jcb,3564952332751696,Beer - Mcauslan Apricot,181.130.84.166,769.14,2020-10-06
852,852,jcb,3545512635413768,Bread Ww Cluster,90.121.201.143,653.74,2019-11-17
853,853,china-unionpay,5602217515070011667,Clam - Cherrystone,27.216.49.98,773.95,2019-11-30
854,854,jcb,3534477871946652,"Shrimp - 16/20, Iqf, Shell On",50.104.84.189,992.06,2020-09-23
855,855,diners-club-us-ca,5556821581580244,Chickhen - Chicken Phyllo,210.247.27.245,581.88,2020-04-18
856,856,bankcard,5602214601368465,Scrubbie - Scotchbrite Hand Pad,1.123.87.89,722.47,2020-02-19
857,857,americanexpress,374288998647514,Bread - Dark Rye,46.111.60.131,202.37,2020-04-13
858,858,mastercard,5150954689209612,Sage Derby,247.98.152.239,717.98,2020-05-11
859,859,mastercard,5010129801198783,"Mushroom - Enoki, Fresh",202.81.29.155,67.42,2020-10-05
860,860,mastercard,5048374607467521,Milk - Chocolate 500ml,142.184.223.51,423.17,2020-04-03
861,861,diners-club-enroute,201861483067387,Salt And Pepper Mix - White,218.244.159.73,388.41,2019-12-07
862,862,visa-electron,4917677058458901,Cheese - Gorgonzola,163.253.225.115,578.82,2020-08-09
863,863,laser,6709948801815888,Longos - Penne With Pesto,185.75.180.171,686.79,2019-11-26
864,864,diners-club-carte-blanche,30436788213734,Wine - Placido Pinot Grigo,178.68.174.130,421.44,2020-04-05
865,865,diners-club-carte-blanche,30120952832129,Wine - Ice Wine,244.231.42.29,576.78,2020-01-16
866,866,jcb,3545896956149618,Muffin Orange Individual,31.250.41.163,767.96,2020-09-02
867,867,diners-club-enroute,201537082948942,"Wine - Red, Wolf Blass, Yellow",107.243.65.219,558.67,2020-10-01
868,868,mastercard,5048373165274287,Tomato - Plum With Basil,127.17.228.166,904.76,2020-10-13
869,869,jcb,3555592315147800,Squid - Tubes / Tenticles 10/20,117.77.239.218,555.13,2020-05-27
870,870,mastercard,5010124158619978,Ham Black Forest,70.39.203.67,950.01,2020-04-23
